# combined_it.txt — Italian translations for Pokémon Unbound (EN→IT)
#
# Same format as combined_fr.txt:  <offset_hex>: <text_IT>
#   \n  -> line break        \l -> <0xFA> (scroll)      \p -> <0xFB> (clear)
# Lines starting with '#' and blank lines are ignored.
# Offsets absent from this file keep their English text.
# Last entry wins for a duplicated offset (case-insensitive).
#
# Updated from d82a9dba-d0fc-4a43-b39a-6d0e0290e64e-Italian Translations (3).json
#
0x1660052: Ognuno di loro porta una maschera\nche era il suo volto quando era\lumano.
0x1663ae6: Si rilassa in luoghi stretti e bui\ned è noto che usi la tasca o la\lborsa del suo Allenatore come nido.
0x1664647: Adora la luce del sole. Quando\nprende regolarmente il sole, cresce\lcon una colorazione vivace.
0x1664709: Sparge spore che tremolano e\nbrillano. Chiunque veda queste luci\lcade in un sonno profondo.
0x166a997: Bulbasaur
0x1f9661a: Purtroppo la tua ipotesi è troppo\nlontana per festeggiare. Forse\landrà meglio la prossima volta. Ti\n\nprego di prendere questi BP come\npremio di consolazione.
0x1f96698: Torna domani per un'altra\npossibilità di fare il colpo\lgrosso!
0x1f966ff: Bonjour <0xFD><0x02>, ti do il\nbenvenuto. Vengo dalla lontana\lregione di Kalos, in cerca dei\n\nmigliori <0xFC><0x01><0x06>Tappi d'argento<0xFC><0x01><0x04>. Se sei\ndisposto a separartene, posso\lassicurarti\. che i tuoi Pokémon ne\n\ntraggano grande beneficio!
0x1f967ce: Mi scusi? Che cos'è zis? Non hai\naffatto questo tipo di Tappo!
0x1f96812: Magnifique! Quello è un bellissimo\n<0xFC><0x01><0x06>Tappo d'argento<0xFC><0x01><0x04>! In cambio, posso\loffrire un allenamento speciale per\n\nuna statistica del tuo Pokémon! Ti\nsembra accettabile?
0x1f968a6: Magnifique! Zat è uno splendido\n<0xFC><0x01><0x06>Tappo d'oro<0xFC><0x01><0x04>! Con un Tappo d'oro\lcome zis, allenerò tutte le\n\nstatistiche dei tuoi Pokémon, per\nuna cosa del genere. Lo trovi\laccettabile?
0x1f9694b: Come? Non posso allenare i Valori\nIndividuali di questo Pokémon. Sono\lgià al massimo! Vuoi scegliere\n\ninvece un altro Pokémon?
0x1f969d1: Prego? Non posso allenare i Valori\nIndividuali di questo Pokémon. È un\lUovo! Vuoi scegliere invece un\n\naltro Pokémon?
0x1f96a4a: Quale statistica di questo Pokémon\ndovrei allenare?
0x1f96a74: Prego? Non posso allenare la\nstatistica <0xFD><0x03> di questo\lPokémon, è già al massimo! Scegli\n\nuna statistica che non sia già al\nmassimo.
0x1f96adf: Ah, allora che l'esperimento\. Voglio\ndire, l'allenamento, abbia inizio!\lAllons-y! Lasciami ricostruire il\n\nsuo DNA\. ehm, voglio dire, allenare\nil corpo del tuo Pokémon!
0x1f96b5b: <0xFC><0x01><0x02><0xFD><0x02> rabbrividì mentre iniziava\nla procedura!
0x1f96b83: Ah, meraviglioso! È andata alla\ngrande. <0xFD><0x02>'s <0xFD><0x03> stat è\lstata allenata!
0x1f96bcc: Ah, meraviglioso! È andata\nbenissimo. Le statistiche di\l<0xFD><0x02> sono state allenate!
0x1f96c14: <0xFD><0x01> ha consegnato <0xFD><0x02> in\ncambio.
0x1f96c37: Pardon? Vuoi sapere gli EV e gli IV\ndei tuoi Pokémon? Ah, oui, oui,\lsarebbe saggio vedere dove il tuo\n\nPokémon ha bisogno di allenamento,\nnon?
0x1f96cbe: Se ti capita di trovare qualcuno di\nquesti <0xFC><0x01><0x06>Tappi<0xFC><0x01><0x04>, sarò felice di\lprenderli.
0x1f96d23: Tappo d'argento
0x1f96d2e: Tappo d'oro
0x1f96d3e: No
0x1f96d43: Huah! Per soli <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> BP, posso\n<0xFC><0x01><0x06>massimizzare<0xFC><0x01><0x08> uno dei Punti\lAllenamento di un Pokémon! Oppure,\n\nper soli <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> BP, posso\n<0xFC><0x01><0x06>azzerare<0xFC><0x01><0x08> uno dei Punti Allenamento\ldi un Pokémon! Vuoi avvalerti dei\n\nmiei servizi!? Hai <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> BP!
0x1f96e24: Huah! Quale Pokémon dovrei\npotenziare!?
0x1f96e48: Uah! Quale Pokémon dovrei\nindebolire!?
0x1f96e6e: Uah! <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> non può guadagnare\naltri Punti Base! Scegli un altro\lPokémon!
0x1f96eb8: Uah! <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> non ha Punti Effort\nda purificare! Scegli un altro\lPokémon!
0x1f96efe: Uaah! Quello è un Uovo! Scegli un\naltro Pokémon!
0x1f96f2b: Ehi! Quale statistica di <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>\ndovrei aumentare!?
0x1f96f5e: Huah! Quale statistica di <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>\ndovrei eliminare del tutto!?
0x1f96f9a: Huah! <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> non può guadagnare\naltri <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> punti Effort! Scegli\lun'altra statistica!
0x1f96fea: Huah! <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> non può perdere\naltri <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> punti Effort! Scegli\lun'altra statistica!
0x1f9703a: Uah! Posso potenziare la statistica\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> di <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> punti per\l<0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08>! Devo farlo!?
0x1f9708c: Huah! Posso azzerare la statistica\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> di <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> fino a <0xFC><0x01><0x06>zero<0xFC><0x01><0x08>!\lDevo farlo!?
0x1f970d7: Uah! Ho aumentato i <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>'s\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> EV a <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> punti!\lPrego!
0x1f9712f: Ahah! Ho azzerato gli EV di\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>'s <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> fino a <0xFC><0x01><0x06>zero<0xFC><0x01><0x08>!\lPrego!
0x1f9717f: Huah! Non hai abbastanza Punti\nLotta per i miei servizi! Torna\lancora!
0x1f971bb: Hua! Vuoi vedere prima i Valori\nBase del tuo Pokémon!? Certo!
0x1f97202: \.Che! Niente huah per te!
0x1f9721a: Massimizza statistica
0x1f97228: Ripulisci statistica
0x1f97233: Certo
0x1f97238: No, grazie
0x1f97242: Visualizza EV / IV
0x1f97251: Sono il fratello maggiore del\nManiaco delle mosse dei Pokémon.\lConosco ogni singola mossa che i\n\nPokémon imparano crescendo. Per una\n<0xFC><0x01><0x06>Heart Scale<0xFC><0x01><0x08>, insegnerò una mossa\lche il tuo Pokémon può imparare in\n\nqualunque momento salendo di\nlivello.
0x1f97318: Sono la sorellina del Maniaco delle\nmosse Pokémon. Conosco ogni singola\lmossa che un Pokémon può imparare\n\ntramite la riproduzione. Per soli\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> BP, insegnerò una Mossa\lUovo a un Pokémon. Fammi\n\nindovinare: vuoi che ti insegni una\nmossa, giusto?
0x1f973f6: Per soli <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> BP, insegnerò una\nMossa Uovo a un Pokémon. Fammi\lindovinare, vuoi che insegni una\n\nmossa, giusto?
0x1f97465: Devo insegnare una mossa uovo?
0x1f97481: Eh? Non sembra che tu abbia\nabbastanza BP.
0x1f974b0: Quale mossa dovrei insegnare? Hai\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> BP.
0x1f974e1: Se i tuoi Pokémon devono imparare\nuna Mossa Uovo, mi servono <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>\lPL.
0x1f97520: Se i tuoi Pokémon devono imparare\nuna Mossa Uovo, sono la ragazza\lgiusta!
0x1f9755a: <0xFC><0x01><0x02><0xFD><0x01> ha pagato <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x02> BP in\ncambio.
0x1f9757e: Capisco\. Capisco il tuo Potere\nNascosto\. E a quanto pare è\lmodificabile\. Vorresti cambiare il\n\ntuo Pokémon's <0xFC><0x01><0x06>Potere Nascosto<0xFC><0x01><0x04>\.? Ti\ncosterà solo <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> BP\. Hai\l<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> BP\.
0x1f9762f: Quale Pokémon vuoi cambiare\.?
0x1f9764e: In quale tipo dovrebbe diventare\nl'Introforza di <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>\.?
0x1f97681: <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>La Introforza di <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> è\nattualmente di tipo <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04>\. Devo\lcambiare la Introforza di <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>\n\nnel tipo <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>\.?
0x1f976ef: <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>La Forza Nascosta di\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> è stata cambiata in\l<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>\.
0x1f97725: Cosa\. Non hai abbastanza BP\.
0x1f97745: Cosa\. La Forza Nascosta di <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>\nè già di tipo <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>\.
0x1f97781: Le Uova non hanno Introforza\.
0x1f9779c: Certo\. Di quale Pokémon vorresti\nvisualizzare Introforza\.?
0x1f977d8: <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04>La Potenza Nascosta di\n<0xFD><0x02><0xFC><0x01><0x04> è attualmente di tipo\l<0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04>\.
0x1f97810: Aww\. Peccato\.
0x1f9781e: Visualizza Forza Nascosta
0x1f978a2: Dai un'occhiata all'ultima scoperta\ndella Società Scientifica\\. <0xFC><0x01><0x06>Cambio\ldi Natura<0xFC><0x01><0x04>! Ci hanno dato dei pazzi,\n\nhanno detto che stavamo\n<0xB1>danneggiando i Pokémon<0xB2>\\. Folli!\lFolli, dico io, che meritano di\n\nmarcire in fondo alla terra! Ahem\\.\ncomunque\\. Volevi, per caso,\lcambiare la <0xFC><0x01><0x06>Natura<0xFC><0x01><0x04> di un Pokémon?\n\nTi costerà <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> BP. Al momento\nhai <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> BP.
0x1f979fd: Quale <0xFC><0x01><0x06>Natura<0xFC><0x01><0x04> del Pokémon vorresti\ncambiare?
0x1f97a34: Quale <0xFC><0x01><0x06>Natura<0xFC><0x01><0x04> vuoi dare a <0xFD><0x02>?
0x1f97a62: Vuoi assegnare a <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> la Natura\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04>?
0x1f97a97: Allora, che il grande esperimento\nsu <0xFD><0x02> abbia inizio! Lasciami\lscrutare nel tuo cuore\.<0xFC><0x08><0x18> ah, questo\n\nsembra un ricordo doloroso\.
0x1f97b08: <0xFC><0x01><0x02><0xFD><0x02>Gli occhi di <0xFD><0x02> sono\nvacui. È come se non ti\lriconoscesse più\.
0x1f97b49: E abbiamo finito! Il cuore del tuo\n<0xFD><0x02> è stato ricostruito per\lavere un'Indole più adatta.\n\nFortunatamente, sembra non\nricordare nulla della procedura.
0x1f97bd4: Mi dispiace! Non hai abbastanza BP\nperché il tuo Pokémon possa\lsottoporsi alla procedura!
0x1f97c23: Non ti conviene metterti contro di\nme, se fossi in te! Non vorresti\lfarti nemica la Società Scientifica\.
0x1f97c8c: <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> ha già quella Natura\.
0x1f97cae: Mi dispiace! Le Uova non possono\nsottoporsi alla procedura! Per\lfavore, scegli un Pokémon diverso?
0x1f97fd6: Guardami! Sono l'esperto di\ncattura! Ho accesso a ogni singola\lPoké Ball dell'esisteeeeeeenza! E\n\nposso applicare qualsiasi Poké Ball\na qualsiasi Pokémon! Che ne dici!?\lPosso farlo per te!? Ti costerà\n\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> BP! Al momento hai\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08> BP!
0x1f980cb: Guardami! Sono l'esperto di\ncattura! Ho accesso a ogni singola\lPoké Ball dell'esisteeeeeeenza! E\n\nposso applicare qualsiasi Poké Ball\na qualsiasi Pokémon! Che ne dici!?\lPosso farlo per te!? Ti costerà\n\nsolo <0xFC><0x01><0x06><0xFD><0x03> <0xFD><0x02><0xFC><0x01><0x08>! Inutile per\nla maggior parte, inestimabile per\lme!
0x1f981c7: Evviva! Scegli un Pokémon!
0x1f981e1: In quale Poké Ball dovrei mettere\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>!?
0x1f9820c: Sto mettendo <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> in <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08>!?
0x1f98232: Fwip fwoop! Ecco la dritta sul tuo\n<0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>! Ora ha una Ball più\lelegante!
0x1f98276: Cosa! No, no!
0x1f98284: No, no! <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> è già dentro\nquella Poké Ball!
0x1f982ae: No, no! Non posso cambiare la Poké\nBall di un Uovo! Scegli un altro\lPokémon!
0x1f982f0: No, no! Non abbastanza BP!
0x1f98307: No, no! Non hai il <0xFD><0x02> che\nvoglio! Vai a comprarne un po' alla\lFrontiera Lotta o qualcosa del\n\ngenere!
0x1f98484: Hoo hoo hoo hoo hoo! Le Abilità,\nnon sono fooooorti? Non vorresti\lcambiarneeene una? Costa <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08>\n\nBP per le Abilità normali, <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08>\nBP per le Abilità Nascoste, e tu\lhai <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> BP.
0x1f98559: Oooooh\. Quale Pokémonnnnn?
0x1f98574: Oooooh\. Quale abilitàyyyy?
0x1f9858f: Vuoi daaaare <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> <0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x08>?\nCoooosta <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x08> PL.
0x1f985d2: Oooooh\. <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x08> ha una nuovaaa\nabilità. Sarà un sacco di\ldiverteeeente.
0x1f9861d: Oooooh\. Non haiii abbastanza BP\.
0x1f98643: Oooooh\. Non è già l'abilità di\n<0xFD><0x02>?
0x1f98674: Oooooh\. <0xFD><0x02> non ha la seconda\nabilitàaaaa\.
0x1f9869a: Oooooh\. <0xFD><0x02> non ha l'abilità\nnascostaaaaa\.
0x1f986c0: Oooooh\. Le uova non hanno\nabilitàiiiii\. Scegli un Pokémon\lmiglioreeeee\.
0x1f98705: Oooooh\.
0x1f9870d: Hoo hoo hoo hoo hoo! Le abilità,\nnon sono fuuuuuun? Puoi cambiarle\lgratis nel <0xFC><0x01><0x06>Stat Scannerrrrrrr<0xFC><0x01><0x08>.
0x1f98785: Prima abilità
0x1f98793: Seconda abilità
0x1f987a2: Abilità nascosta
0x1f987b1: Sono un po' un'esperta di lotta\nqui. Se riesci a vincere un totale\ldi <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x04> lotte oggi nella <0xFC><0x01><0x06>Torre\n\nLotta<0xFC><0x01><0x04>, nella <0xFC><0x01><0x06>Miniera Lotta<0xFC><0x01><0x04> e nel\n<0xFC><0x01><0x06>Circo Lotta<0xFC><0x01><0x04> complessivamente, ti\ldarò dei BP per il tuo duro lavoro.
0x1f98894: Finora sembra che tu abbia vinto\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> battaglie<0xFD><0x07> oggi. Continua\lcosì! Ti mancano ancora <0xFC><0x01><0x06><0xFD><0x04><0xFC><0x01><0x04>\n\nbattaglie<0xFD><0x08>!
0x1f98901: Oh, vedo che oggi hai vinto\n<0xFC><0x01><0x06><0xFD><0x03><0xFC><0x01><0x04> battaglia<0xFD><0x07>. Per favore,\laccetta questi BP per il tuo\n\nimpegno!
0x1f9895b: Ogni giorno spero di vedere\nconteggi di vittorie sempre più\lbelli, proprio come quello che mi\n\nhai mostrato oggi.
0x1f989b4: Ho notato che questo tizio losco si\naggira fuori dalla <0xFC><0x01><0x06>Torre Lotta<0xFC><0x01><0x08>\lmolto tardi di notte. Si dice che\n\nfaccia grandi affari, ma poi ti\ntruffi. Io starei in guardia con\llui.
0x1f98a6b: Adoro il <0xFC><0x01><0x06>Battle Sands<0xFC><0x01><0x04>! Guardare gli\naltri lottare con i tuoi preziosi\lPokémon è così divertente! Per non\n\nparlare del fatto che è un modo\nsuper facile per guadagnare BP. Non\lc'è nessun'altra struttura di lotta\n\nche chiamerei la mia preferita.
0x1f98b4d: Il <0xFC><0x01><0x06>Battle Circus<0xFC><0x01><0x08>! Un sacco di\ndivertimento! Cosa succederà\ladesso? Staremo a vedere!
0x1f98b99: Alcuni venditori cambiano\nperiodicamente durante il giorno.\lVorrai restare all'aperto il più\n\npossibile se sei interessato a fare\nacquisti. Trovo che il <0xFC><0x01><0x06>Battle Sands<0xFC><0x01><0x04>\lsia un buon modo per passare il\n\ntempo mentre aspetto.
0x1f98c6e: Non c'è nessuna miniera come la\n<0xFC><0x01><0x06>Battle Mine<0xFC><0x01><0x08>, te lo dico io. La\lmaggior parte delle altre miniere\.\n\nbeh\. sai già a cosa vai incontro.\nNon nella Battle Mine, te lo dico\lio. Ogni piano che scendi cambia\n\ntutto. È un'esperienza straziante!
0x1f98d59: Salve! Sei qui per la <0xFC><0x01><0x06>Torre Lotta<0xFC><0x01><0x04>?\nÈ l'esperienza di punta del\lFrontier! Ci sono così tanti modi\n\ndiversi di vivere l'ardore della\nlotta!
0x1f98de4: Accesso al sistema dei registri\.
0x1f98dfe: Quale record vuoi visualizzare?
0x1f98e23: Hai <0xFC><0x01><0x06><0xFD><0x02><0xFC><0x01><0x02> BP.
0x1f98e3c: Benvenuto all'Angolo del Servizio\nScambi! Vuoi scambiare i tuoi PL\lcon dei premi?
0x1f98e98: Benvenuto al mio banco di scambio!\nVuoi cambiare i tuoi Punti Lotta\lper delle bacche esotiche?
0x1f98ef2: Come va, amico? Vuoi scambiare i\ntuoi BP per qualche MT?
0x1f98f37: Se sei diventato un po' un fanatico\ndelle lotte, io sono quello che può\linsegnare ai tuoi Pokémon ogni tipo\n\ndi mossa. Posso insegnare mosse ai\ntuoi Pokémon in cambio di BP?
0x1f98fd8: Se hai riversato cuore e anima\nnelle lotte Pokémon, sono io quello\lche può insegnare ai tuoi Pokémon\n\nogni genere di mossa. Posso\ninsegnare ai tuoi Pokémon delle\lmosse in cambio di BP?
0x1f99081: Se hai dedicato tutta la tua vita\nalle lotte Pokémon, sono il tipo\lche può insegnare al tuo Pokémon\n\ntutti i tipi di mosse. Posso\ninsegnare al tuo Pokémon mosse in\lcambio di PL?
0x1f99126: Se hai riversato tutta la tua\nessenza nelle lotte Pokémon, sono\lio quello che può insegnare ai tuoi\n\nPokémon ogni genere di mossa. Posso\ninsegnare ai tuoi Pokémon delle\lmosse in cambio di BP?
0x1f991cf: Giovane <0xFD><0x02>. Vorrei offrirti\ndi insegnare ai tuoi Pokémon le\lmosse Ultimate e Battle Combo in\n\ncambio di BP.
0x1f99239: Hohoho\. Mi chiamano Nonna Wilma.\nSono venuta fin qui da sola da un\lvillaggio di Domadraghi. Posso\n\ninsegnare a un Pokémon temprato\ndalla battaglia una delle mosse di\ltipo Drago più forti in assoluto.\n\nVuoi che insegni quella mossa a uno\ndei tuoi Pokémon?
0x1f9932b: Ah, sei di nuovo tu\. Vuoi che\ninsegni a uno dei tuoi Pokémon la\lmigliore mossa di tipo Drago che\n\nconosco?
0x1f99394: Ooh hoo hoo hoo hoo. Posso\ninsegnare mosse speciali ad alcuni\lPokémon speciali. Vuoi che provi a\n\ninsegnare queste mosse ai tuoi\nPokémon?
0x1f9941a: Quale premio vuoi? Attualmente hai\n<0xFC><0x01><0x06><0xFD><0x02><0xFD><0x03>
0x1f99451: Quale Bacca desideri? Al momento ne\nhai <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x03>
0x1f99488: Che tipo di macchina, fratello?\nStai lavorando con <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x03>
0x1f994c1: Quale mossa dovrei insegnare? Al\nmomento hai <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x03>
0x1f994f7: Quale mossa dovrei insegnare?
0x1f9952a: <0xFC><0x01><0x06><0xFD><0x0C><0xFD><0x07>? Quanti ne vorresti?
0x1f9954c: <0xFC><0x01><0x06><0xFD><0x0C><0xFD><0x07>, saranno <0xFC><0x01><0x06><0xFD><0x03><0xFD><0x07> BP. Va bene?
0x1f99574: <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x07> di <0xFC><0x01><0x06><0xFD><0x0C><0xFD><0x07>, saranno <0xFC><0x01><0x06><0xFD><0x03><0xFD><0x07>\nBP. Va bene?
0x1f995d1: <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x07>? A quale Pokémon dovrei\ninsegnargliela?
0x1f995fe: Vuoi la tua macchina giornaliera\ngratuita, amico?
0x1f99627: Va bene, va bene, ora scegli il\nPokémon a cui dovrei insegnare la\lmossa.
0x1f99664: Non hai abbastanza BP.
0x1f9967e: Possiedi già quell'oggetto.
0x1f99699: Hai già questa MT.
0x1f996b2: A quanto pare possiedi già tutte\nqueste macchine, amico.
0x1f996eb: Su, amico. Ti ho già dato una\nmacchina oggi. Chiedimelo domani.
0x1f99731: Oh? Quel Pokémon conosce già\n<0xFD><0x02>.
0x1f99754: Capisco\. Mi piace il tuo spirito\nd'avventura. Tuttavia, nessuno dei\lPokémon con te adesso può imparare\n\nla mossa.
0x1f997b9: Mi dispiace deluderti\. Quel Pokémon\nnon può imparare la mossa.
0x1f997f5: Mi spiace deluderti\. Quel Pokémon\nche hai può imparare questa mossa,\lma non si fida ancora completamente\n\ndi te\. Finché non accadrà, non posso\nfargli imparare questa mossa.
0x1f99891: Mmh\. Insegnare una mossa a un Uovo è\nuna sfida che va oltre le mie\lcapacità.
0x1f998d3: Torna quando vuoi!
0x1f998f7: Va bene, va bene. Tornate a\ntrovarci, chiaro?
0x1f9991d: Bene allora! Alla prossima!
0x1f99939: Bene allora! Ci vediamo la prossima\nvolta!
0x1f99957: Alla prossima! Torna quando vuoi,\nquando avrai Punti Lotta da\lspendere!
0x1f9999e: Ci vediamo alla prossima! Torna\nquando vuoi, quando hai dei Punti\lLotta da spendere!
0x1f999e7: Capisco. Non sei interessato. Va\nbene.
0x1f99a12: Beh, se cambi idea, torna pure.
0x1f99a47: La potenza distruttiva di\nDragobolide è impressionante.\lTuttavia, usarla abbasserà anche\n\nl'Attacco Speciale del Pokémon.
0x1f99aba: Oh oh oh oh oh.
0x1f9b1ab: Carica Volt
0x1f9b1b7: Ascesa del Drago
0x1f9b1c5: Spada Segreta
0x1f9b1d2: Canto Antico
0x1f9b1dd: Raggio d'Acciaio
0x1f9b1e8: Benvenuto all'Angolo del Servizio\ndi Scambio! Vorresti scambiare i\ltuoi BP con dei Pokémon?
0x1f9b245: Quale Pokémon vorresti comprare?\nHai <0xFC><0x01><0x06><0xFD><0x02><0xFD><0x07> Punti Lotta.
0x1f9b27f: Non conosco nessun Pokémon di nome\n<0xB1><0xFD><0x04><0xB2>.
0x1f9b330: Mi dispiace, dovrai ottenere una\n<0xFC><0x01><0x06>Carta Frontiera<0xFC><0x01><0x08> dal <0xFC><0x01><0x06>Parco Lotta<0xFC><0x01><0x08> se\lvuoi entrare nella Sfida Ring di\n\nAntisis. Come possiamo assegnarti\ndei PL se non hai dove conservarli?
0x1f9b402: Benvenuto alla Antisis City Ring\nChallenge! Sono la tua guida al\lBattle Ring.
0x1f9b452: Vuoi partecipare alla Sfida\ndell'Anello Lotta?
0x1f9b484: La Palestra di Antisis è una\nstruttura di lotta unica solo per\lle sfide in Lotta Singola. Una\n\nvolta iniziata, la tua sfida dura\nfinché non scegli di riposare. Per\liniziare la tua sfida, devi entrare\n\ncon tre Pokémon. Ogni Pokémon sarà\nportato al Livello 50 per la sfida.\lSpecie o strumenti duplicati non\n\npossono essere usati. Mega\nEvoluzione, Z-Mosse, Dynamax, Focus\lSash, mosse autodistruttive,\n\nDestino Bivio e Ultracanto non\npossono essere usati. Regigigas con\ll'abilità Lentezza, in aggiunta ai\n\nPokémon banditi nella categoria\n<0xFC><0x01><0x06>Standard<0xFC><0x01><0x08>, non possono essere usati.
